id,name,description,price,category,restaurant_id,is_active,created_at,updated_at
264,Pan de Ajo,Pan horneado con ajo y mantequilla,2.49,Acompañamientos,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
265,Nachos con Queso,Totopos con queso fundido,3.99,Mexicana,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
266,Guacamole,"Aguacate, tomate, cebolla y limón",2.99,Mexicana,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
267,Agua de Horchata,Bebida de arroz y canela,1.99,Bebidas,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
268,Café Americano,Café negro,1.49,Bebidas,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
269,Té Helado,Té frío con limón,1.79,Bebidas,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
270,Brownie,Pastel de chocolate,2.99,Postres,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
271,Helado de Vainilla,Helado cremoso de vainilla,2.49,Postres,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
272,Flan,Postre de huevo y caramelo,2.99,Postres,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
273,Sopa Azteca,Sopa de tortilla con chile y queso,4.99,Mexicana,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
274,Tostadas de Pollo,Tortilla crujiente con pollo y verduras,3.99,Mexicana,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
275,Croissant,Pan francés hojaldrado,2.29,Panadería,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
276,Bagel,Pan redondo con semillas,2.19,Panadería,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
277,Jugo de Manzana,Bebida natural de manzana,2.49,Bebidas,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
278,Sándwich de Jamón,"Pan, jamón, queso y lechuga",3.49,Comida rápida,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
279,Hot Dog,"Pan, salchicha y aderezos",2.99,Comida rápida,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
280,Empanada de Pollo,Masa rellena de pollo,2.79,Panadería,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
281,Muffin de Arándanos,Panquecillo con arándanos,2.59,Postres,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
282,Ensalada de Frutas,Frutas frescas de temporada,3.49,Ensaladas,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
283,Sopa de Pollo,Caldo con pollo y verduras,4.49,Sopas,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
284,Té Verde,Bebida caliente de té verde,1.69,Bebidas,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
285,Smoothie de Fresa,Batido de fresa y yogur,3.29,Bebidas,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
286,Pizza Pepperoni,Pizza con pepperoni y queso,8.49,Italiana,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
287,Sopa Miso,Sopa japonesa de miso y tofu,3.99,Japonesa,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
